minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Humidity,Temperature
1022,acceptable,4.925492472,4.88,2.06,2.42,6.11,2.8,72.24,63.81,7.34,4.33,77.3,38.7
1023,acceptable,4.925492472,4.93,2.03,2.41,6.09,2.86,70.89,62.53,7.4,4.29,77.3,38.7
1024,acceptable,4.925492472,4.91,2.04,2.41,6.11,2.87,72.24,62.53,7.55,4.33,77.3,38.7
1025,acceptable,4.925492472,4.88,2.04,2.42,6.09,2.89,72.94,63.81,7.61,4.29,77.2,38.7
1026,acceptable,4.925492472,4.93,2.03,2.41,6.11,2.76,70.89,62.53,7.49,4.35,77.3,38.7
1027,acceptable,4.925492472,4.93,2.04,2.42,6.09,2.86,71.56,63.81,7.46,4.29,77.4,38.7
1028,acceptable,4.925492472,4.91,2.03,2.41,6.06,2.89,70.89,62.53,7.52,4.27,77.3,38.7
1029,acceptable,4.925492472,4.93,2.04,2.41,6.11,2.93,70.89,61.9,7.64,4.27,77.4,38.7
1030,acceptable,4.925492472,4.91,2.07,2.42,6.09,2.93,71.56,62.53,7.64,4.31,77.4,38.8
1031,acceptable,4.925492472,4.88,2.07,2.42,6.09,2.96,72.24,62.53,7.86,4.29,77.3,38.8
1032,acceptable,4.925492472,4.93,2.04,2.41,6.06,2.72,71.56,63.81,7.67,4.31,77.3,38.8
1033,acceptable,4.925492472,4.88,2.07,2.42,6.04,2.83,72.24,63.81,7.58,4.37,77.4,38.8
1034,acceptable,4.925492472,4.88,2.04,2.42,6.09,2.84,70.23,62.53,7.58,4.35,77.4,38.8
1035,acceptable,4.925492472,4.91,2.04,2.42,6.09,2.84,72.24,63.81,7.61,4.31,77.4,38.8
1036,acceptable,4.925492472,4.93,2.07,2.39,6.04,2.86,72.94,64.47,7.7,4.29,77.4,38.8
1037,acceptable,4.925492472,4.91,2.04,2.41,6.06,2.86,70.23,61.9,7.73,4.31,77.4,38.8
1038,acceptable,4.925492472,4.88,2.03,2.42,6.04,2.62,70.89,62.53,7.64,4.39,77.4,38.8
1039,acceptable,4.925492472,4.91,2.04,2.42,6.06,2.7,73.64,64.47,7.37,4.41,77.4,38.8
1040,acceptable,4.925492472,4.91,2.03,2.41,6.06,2.72,73.64,63.81,7.34,4.33,77.5,38.8
1041,acceptable,4.925492472,4.91,2.01,2.39,6.01,2.76,70.23,62.53,7.4,4.33,77.5,38.8
1042,acceptable,4.925492472,4.91,2.07,2.41,6.04,2.73,71.56,63.16,7.49,4.41,77.5,38.8
1043,acceptable,4.925492472,4.88,2.04,2.42,6.01,2.76,72.94,64.47,7.52,4.43,77.5,38.8
1044,acceptable,4.925492472,4.88,2.03,2.42,6.01,2.73,72.94,64.47,7.55,4.39,77.5,38.8
1045,acceptable,4.925492472,4.91,2.03,2.41,6.01,2.73,70.89,62.53,7.52,4.41,78.2,39
1046,acceptable,4.925492472,4.91,2.04,2.41,6.01,2.72,70.23,62.53,7.46,4.39,77.5,38.8
1047,acceptable,4.925492472,4.86,2.03,2.41,5.99,2.7,71.56,64.47,7.4,4.37,77.6,38.8
1048,acceptable,4.925492472,4.91,2.07,2.41,5.99,2.73,71.56,62.53,7.49,4.43,77.6,38.8
1049,acceptable,4.925492472,4.88,2.03,2.42,6.01,2.72,72.94,63.16,7.49,4.43,77.6,38.7
1050,acceptable,4.925492472,4.86,2.04,2.42,6.01,2.7,72.24,64.47,7.52,4.41,77.6,38.8
1051,acceptable,4.925492472,4.88,2.03,2.41,5.96,2.42,70.89,62.53,7.49,4.37,77.7,38.8
1052,acceptable,4.925492472,4.91,2,2.39,6.01,2.46,72.24,65.15,6.67,4.35,78.3,39
1053,acceptable,4.925492472,4.82,2.03,2.41,6.01,2.57,73.64,65.15,6.61,4.39,77.7,38.7
1054,acceptable,4.925492472,4.91,2.04,2.41,5.96,2.63,73.64,65.15,6.7,4.37,77.7,38.7
1055,acceptable,4.925492472,4.84,2.01,2.41,5.96,2.66,70.89,63.81,6.78,4.39,77.8,38.7
1056,acceptable,4.925492472,4.91,2.04,2.41,5.96,2.69,73.64,64.47,6.78,4.41,77.7,38.7
1057,acceptable,4.925492472,4.84,2.01,2.41,5.96,2.63,72.94,63.81,6.8,4.35,77.8,38.7
1058,acceptable,4.925492472,4.88,2.01,2.41,6.01,2.69,73.64,65.83,6.86,4.37,77.8,38.7
1059,acceptable,4.925492472,4.86,1.98,2.41,5.91,2.55,72.24,62.53,6.35,4.33,77.7,38.9
1060,acceptable,4.925492472,4.86,2,2.41,5.96,2.55,72.24,64.47,6.2,4.35,77.8,38.7
1061,acceptable,4.925492472,4.82,2.01,2.39,5.96,2.57,73.64,64.47,6.25,4.39,77.9,38.7
1062,acceptable,4.925492472,4.82,1.97,2.39,5.91,2.62,72.24,63.81,6.25,4.33,77.9,38.7
1063,acceptable,4.925492472,4.86,1.98,2.41,5.96,2.64,72.24,64.47,6.35,4.35,77.8,38.7
1064,acceptable,4.925492472,4.88,2,2.41,5.94,2.69,72.24,62.53,6.43,4.33,77.9,38.7
1065,acceptable,4.925492472,4.88,2.01,2.41,5.94,2.72,73.64,60.09,6.56,4.39,78,38.7
1066,acceptable,4.925492472,4.84,2.01,2.41,5.96,2.7,72.24,62.53,6.61,4.31,78,38.9
1067,acceptable,4.925492472,4.84,2,2.41,5.94,2.7,73.64,63.81,6.72,4.33,78,38.7
1068,acceptable,4.925492472,4.84,2,2.42,5.91,2.69,72.24,64.47,6.78,4.35,78,38.7
1069,acceptable,4.925492472,4.88,2.03,2.41,5.91,2.69,71.56,62.53,6.89,4.37,78,38.7
1070,acceptable,4.925492472,4.84,2,2.41,5.94,2.63,71.56,63.16,6.94,4.37,78.1,38.7
1071,acceptable,4.925492472,4.84,2,2.41,5.91,2.63,72.24,62.53,7,4.39,78.1,38.7
1072,acceptable,4.925492472,4.86,2.01,2.42,5.94,2.56,72.94,64.47,7.03,4.39,78.1,38.7
1073,acceptable,4.925492472,4.88,2,2.41,5.91,2.55,70.23,62.53,7.06,4.39,78.1,38.9
1074,acceptable,4.925492472,4.84,2.01,2.39,5.91,2.33,72.24,62.53,6.07,4.39,78.1,38.7
1075,acceptable,4.925492472,4.82,1.97,2.39,5.89,2.42,72.24,63.81,6.02,4.29,78.2,38.7
1076,acceptable,4.925492472,4.84,1.98,2.42,5.94,2.48,72.24,63.16,6.04,4.29,78.2,38.7
1077,acceptable,4.925492472,4.82,2,2.42,5.91,2.45,73.64,64.47,6.09,4.35,78.1,38.7
1078,acceptable,4.925492472,4.84,1.98,2.41,5.89,2.53,74.36,64.47,6.17,4.31,78.2,38.7
1079,acceptable,4.925492472,4.84,2,2.42,5.89,2.2,54.92,65.15,6.32,4.37,78.1,38.7
1080,acceptable,4.925492472,4.84,2.01,2.41,5.94,2.57,72.94,63.16,6.4,4.33,78.1,38.8
1081,acceptable,4.932369451,4.86,1.98,2.39,5.86,2.52,70.89,63.81,6.48,4.31,78.1,38.7
1082,acceptable,4.932369451,4.82,2.01,2.41,5.89,2.55,73.64,64.47,6.4,4.31,78.2,38.7
1083,acceptable,4.932369451,4.8,2,2.41,5.89,2.46,73.64,64.47,6.17,4.29,78.8,39.6
1084,acceptable,4.932369451,4.84,1.97,2.41,5.91,2.49,72.24,64.47,6.2,4.27,78.2,38.7
1085,acceptable,4.932369451,4.84,2,2.39,5.89,2.52,70.89,62.53,6.27,4.31,78.2,38.7
1086,acceptable,4.932369451,4.86,1.97,2.41,5.89,2.53,72.24,63.16,6.32,4.29,78.3,38.7
1087,acceptable,4.932369451,4.82,2,2.41,5.91,2.55,74.36,64.47,6.43,4.33,78.2,38.9
1088,acceptable,4.932369451,4.86,2,2.39,5.89,2.56,70.89,62.53,6.48,4.33,78.3,38.7
1089,acceptable,4.932369451,4.86,2.01,2.39,5.84,2.45,72.24,64.47,6.25,4.31,78.4,38.7
1090,acceptable,4.932369451,4.86,2,2.39,5.84,2.46,72.94,65.15,6.12,4.33,78.4,38.3
1091,acceptable,4.932369451,4.86,1.97,2.39,5.84,2.46,71.56,63.16,6.09,4.29,78.4,38.6
1092,acceptable,4.932369451,4.82,1.98,2.39,5.84,2.48,73.64,64.47,6.15,4.27,78.5,38.7
1093,acceptable,4.932369451,4.84,1.98,2.42,5.14,2.46,72.94,64.47,6.2,4.27,78.5,38.7
1094,acceptable,4.932369451,4.86,1.97,2.39,5.84,2.52,72.24,63.16,6.3,4.27,78.5,38.8
1095,acceptable,4.932369451,4.82,1.98,2.41,5.89,2.51,70.89,62.53,6.35,4.27,78.5,38.7
1096,acceptable,4.932369451,4.86,2,2.39,5.82,2.42,72.94,64.47,6.35,4.31,78.5,38.7
1097,acceptable,4.932369451,4.86,1.98,2.39,5.86,2.45,72.94,64.47,6.22,4.31,78.5,38.2
1098,acceptable,4.932369451,4.86,2.01,2.39,5.86,2.45,72.24,64.47,6.27,4.33,78.5,38.7
1099,acceptable,4.932369451,4.88,2,2.38,5.84,2.41,74.36,64.47,6.02,4.27,78.5,38.7
1100,acceptable,4.932369451,4.84,1.97,2.39,5.51,2.38,71.56,64.47,6.04,4.31,78.6,38.7
1101,acceptable,4.932369451,4.82,2,2.41,5.86,2.41,74.36,64.47,6.04,4.33,78.6,38.8
1102,acceptable,4.932369451,4.84,1.97,2.39,5.84,2.4,73.64,64.47,6.07,4.31,78.6,38.7
1103,acceptable,4.932369451,4.82,2.01,2.41,5.86,2.42,72.24,62.53,6.02,4.29,78.6,38.7
1104,acceptable,4.932369451,4.84,2,2.39,5.82,2.32,74.36,64.47,5.7,4.29,78.6,38.3
1105,acceptable,4.932369451,4.8,1.96,2.39,5.82,2.34,73.64,63.81,5.58,4.25,78.7,38.7
1106,acceptable,4.932369451,4.86,1.97,2.38,5.82,2.38,73.64,65.83,5.63,4.31,78.7,38.7
1107,acceptable,4.932369451,4.84,1.98,2.39,5.77,2.73,72.24,63.16,5.63,4.27,78.7,38.7
1108,acceptable,4.932369451,4.84,1.94,2.36,5.82,2.19,74.36,64.47,5.04,4.29,78.7,38.8
1109,acceptable,4.932369451,4.78,1.94,2.39,5.84,2.27,72.94,63.81,4.84,4.27,78.7,38.7
1110,acceptable,4.932369451,4.82,1.93,2.38,5.82,2.28,72.94,64.47,4.78,4.25,78.7,38.7
1111,acceptable,4.932369451,4.8,1.94,2.39,5.84,2.3,74.36,65.83,4.76,4.23,78.7,38.3
1112,acceptable,4.932369451,4.82,1.94,2.38,5.82,2.34,74.36,65.83,4.8,4.27,78.7,38.7
1113,acceptable,4.932369451,4.84,1.97,2.38,5.84,2.36,72.94,63.16,4.76,4.25,78.7,38.7
1114,acceptable,4.932369451,4.8,1.94,2.38,5.37,2.36,72.24,63.81,4.82,4.31,78.8,38.7
1115,acceptable,4.932369451,4.82,1.94,2.38,5.79,2.4,73.64,65.83,4.87,4.23,78.7,38.8
1116,acceptable,4.932369451,4.82,1.96,2.39,5.79,2.4,72.24,64.47,4.84,4.29,78.8,38.7
1117,acceptable,4.932369451,4.84,1.13,2.39,5.86,2.44,72.24,62.53,4.89,4.25,78.8,38.7
1118,acceptable,4.932369451,4.82,1.97,2.39,5.79,2.41,72.24,63.16,4.93,4.29,78.8,38.3
1119,acceptable,4.932369451,4.82,1.94,2.39,5.84,2.44,72.24,62.53,4.91,4.25,78.8,38.6
1120,acceptable,4.932369451,4.8,1.93,2.39,5.79,2.45,72.24,63.16,4.99,4.27,78.8,38.6
1121,acceptable,4.932369451,4.86,2,2.3,5.77,2.4,74.36,64.47,5.06,4.29,79,38.6
1122,acceptable,4.932369451,4.86,1.98,2.39,5.77,2.4,72.24,64.47,5.02,4.35,78.9,38.7
1123,acceptable,4.932369451,4.82,1.96,2.39,5.79,2.37,72.24,63.16,5.08,4.31,79,38.6
1124,acceptable,4.932369451,4.84,1.22,2.39,5.82,2.33,72.24,63.81,5.13,4.35,79,38.6
1125,acceptable,4.932369451,4.8,1.94,2.39,5.77,2.29,72.24,62.53,4.97,4.31,79,38.3
1126,acceptable,4.932369451,4.84,1.97,2.38,5.79,2.3,72.94,64.47,4.95,4.33,79,38.6
1127,acceptable,4.932369451,4.88,1.96,2.38,5.74,2.23,73.64,65.83,4.97,4.31,79.1,38.6
1128,acceptable,4.932369451,4.82,1.97,2.33,5.86,2.25,74.36,64.47,4.87,4.37,79.2,38.6
1129,acceptable,4.932369451,4.84,1.96,2.41,5.82,2.27,72.94,64.47,4.97,4.37,79.1,38.6
1130,acceptable,4.932369451,4.84,1.96,2.39,5.79,2.25,73.64,64.47,4.95,4.37,79.2,38.6
1131,acceptable,4.932369451,4.86,1.92,2.39,5.79,2.25,72.94,63.81,5.02,4.35,79.3,38.6
1132,acceptable,4.932369451,4.82,1.96,2.39,5.79,2.21,72.24,65.15,5.04,4.39,79.3,38.3
1133,acceptable,4.932369451,4.82,1.97,2.39,5.74,2.19,73.64,65.83,4.91,4.39,79.3,38.6
1134,acceptable,4.932369451,4.84,1.96,2.39,5.79,2.2,73.64,64.47,4.97,4.37,79.4,38.6
1135,acceptable,4.932369451,4.84,1.96,2.33,6.27,2.16,72.94,64.47,4.95,4.35,79.4,38.6
1136,acceptable,4.932369451,4.82,1.96,2.41,5.79,2.16,70.89,63.81,4.89,4.39,79.4,38.6
1137,acceptable,4.932369451,4.86,1.96,2.39,5.79,2.15,70.89,62.53,4.89,4.33,79.4,38.6
1138,acceptable,4.932369451,4.82,1.13,2.39,5.74,2.14,72.94,64.47,4.99,4.39,79.4,38.6
1139,acceptable,4.932369451,4.86,1.96,2.39,5.77,2.12,72.24,63.81,5.02,4.39,79.4,38.2
1140,acceptable,4.932369451,4.86,1.94,2.41,5.77,2.15,70.89,62.53,5.04,4.39,79.4,38.6
1141,acceptable,4.973563666,4.86,1.96,2.39,5.79,2.11,72.94,64.47,5.08,4.37,79.4,38.6
1142,acceptable,4.973563666,4.8,1.94,2.39,5.72,2.01,72.24,63.81,4.61,4.31,79.5,38.6
1143,acceptable,4.973563666,4.82,1.92,2.38,5.72,2.07,74.36,65.15,4.49,4.31,79.4,38.7
1144,acceptable,4.973563666,4.8,1.93,2.39,5.74,2.06,73.64,63.81,4.59,4.29,79.5,38.6
1145,acceptable,4.973563666,4.82,1.93,2.36,5.74,2.06,74.36,65.15,4.43,4.27,79.5,38.6
1146,acceptable,4.973563666,4.78,1.94,2.38,5.77,2.09,72.94,63.81,4.51,4.27,79.5,38.2
1147,acceptable,4.973563666,4.82,1.96,2.36,5.7,2.07,72.24,64.47,4.55,4.31,79.5,38.5
1148,acceptable,4.973563666,4.78,1.96,2.38,5.72,2.11,72.24,63.16,4.55,4.33,79.6,38.5
1149,acceptable,4.973563666,4.78,1.96,2.38,5.41,2.1,72.24,62.53,4.61,4.29,79.6,38.5
1150,acceptable,4.973563666,4.82,1.96,2.38,5.72,2.11,72.94,65.83,4.7,4.33,79.6,38.7
1151,acceptable,4.973563666,4.82,1.94,2.39,5.7,2.12,70.89,62.53,4.7,4.27,79.7,38.5
1152,acceptable,4.973563666,4.8,1.94,2.36,5.7,2.14,73.64,64.47,4.76,4.33,79.7,38.5
1153,acceptable,4.973563666,4.84,1.93,2.38,5.72,2.11,72.24,63.81,4.8,4.27,79.7,38.1
1154,acceptable,4.973563666,4.82,1.93,2.39,5.72,2.14,70.89,63.16,4.82,4.27,79.7,38.5
1155,acceptable,4.973563666,4.84,1.93,2.39,5.74,2.09,72.24,63.81,4.78,4.33,79.7,38.5
1156,acceptable,4.973563666,4.8,1.93,2.39,5.7,2.07,73.64,65.15,4.8,4.27,79.7,38.6
1157,acceptable,4.973563666,4.82,1.94,2.38,5.7,2.1,72.24,63.81,4.84,4.27,79.7,38.7
1158,acceptable,4.973563666,4.82,1.94,2.39,5.74,2.09,73.64,64.47,4.72,4.29,79.7,38.5
1159,acceptable,4.973563666,4.84,1.94,2.39,5.74,2.06,72.24,64.47,4.72,4.27,79.7,38.6
1160,acceptable,4.973563666,4.82,1.96,2.36,5.7,2.07,72.24,64.47,4.76,4.33,80.4,39.2
1161,acceptable,4.973563666,4.84,1.96,2.38,5.74,2.05,72.94,64.47,4.7,4.29,79.7,38.6
1162,acceptable,4.973563666,4.8,1.94,2.39,5.67,2.06,72.24,63.16,4.72,4.27,79.7,38.5
1163,acceptable,4.973563666,4.78,1.93,2.39,5.72,2.05,73.64,63.81,4.63,4.27,79.8,38.6
1164,acceptable,4.973563666,4.82,1.96,2.39,5.72,2.05,72.24,63.16,4.65,4.31,79.8,38.8
1165,acceptable,4.973563666,4.8,1.93,2.36,5.67,2.05,72.94,63.81,4.43,4.25,79.8,38.5
1166,acceptable,4.973563666,4.8,1.96,2.38,5.67,2.06,72.24,64.47,4.49,4.31,79.8,38.5
1167,acceptable,4.973563666,4.82,1.93,2.38,5.74,2.05,72.24,62.53,4.57,4.31,80.5,39.6
1168,acceptable,4.973563666,4.8,1.94,2.36,5.7,2.05,72.24,63.16,4.53,4.31,79.8,38.6
1169,acceptable,4.973563666,4.78,1.96,2.39,5.67,2.06,72.24,64.47,4.53,4.33,79.9,38.6
1170,acceptable,4.973563666,4.82,1.93,2.36,5.7,2.06,72.94,65.15,4.59,4.27,79.9,38.6
1171,acceptable,4.973563666,4.8,1.96,2.38,5.72,2.05,73.64,65.15,4.67,4.33,79.9,38.8
1172,acceptable,4.973563666,4.78,1.92,2.38,5.74,2.02,73.64,64.47,4.7,4.27,79.9,38.5
1173,acceptable,4.973563666,4.8,1.92,2.38,5.72,2.02,70.89,63.16,4.61,4.27,80,38.5
1174,acceptable,4.973563666,4.82,1.96,2.38,5.7,2.02,72.94,64.47,4.57,4.31,80,38.5
1175,acceptable,4.973563666,4.78,1.96,2.36,5.72,1.99,72.24,63.16,4.39,4.33,80,38.5
1176,acceptable,4.973563666,4.8,1.93,2.35,5.7,1.94,72.94,64.47,4.09,4.23,80,38.5
1177,acceptable,4.973563666,4.78,1.9,2.35,5.67,1.91,72.94,61.28,3.91,4.21,80.1,38.5
1178,acceptable,4.973563666,4.78,1.93,2.36,5.67,1.97,74.36,65.83,3.91,4.25,80,38.8
1179,acceptable,4.973563666,4.75,1.92,2.36,5.67,2,72.94,63.16,3.92,4.25,80,38.5
1180,acceptable,4.973563666,4.8,1.93,2.38,5.72,1.99,74.36,65.15,3.96,4.25,80.2,38.5
1181,acceptable,4.973563666,4.78,1.89,2.38,5.7,2,72.24,63.81,3.96,4.23,80.2,38.5
1182,acceptable,4.973563666,4.8,1.93,2.36,5.67,2.03,72.94,64.47,4.02,4.27,80.2,38.5
1183,acceptable,4.973563666,4.82,1.94,2.36,5.67,2.03,72.94,63.81,4.06,4.25,80.2,38.5
1184,acceptable,4.973563666,4.75,1.93,2.36,5.65,2,74.36,67.25,3.81,4.25,80.3,38.5
1185,acceptable,4.973563666,4.75,1.92,2.36,5.67,2,72.24,63.81,3.87,4.27,80.2,38.8
1186,acceptable,4.973563666,4.78,1.92,2.36,5.7,1.99,74.36,64.47,3.85,4.27,80.3,38.5
1187,acceptable,4.973563666,4.8,1.89,2.36,5.7,2.01,72.24,64.47,3.83,4.21,80.4,38.5
1188,acceptable,4.973563666,4.78,1.93,2.36,5.67,2.06,72.24,63.16,3.91,4.25,80.4,38.5
1189,acceptable,4.973563666,4.75,1.93,2.36,5.65,2.03,73.64,65.83,3.92,4.29,80.4,38.5
1190,acceptable,4.973563666,4.78,1.92,2.38,5.7,2.03,72.94,65.83,3.98,4.31,80.5,38.5
1191,acceptable,4.973563666,4.78,1.93,2.38,5.7,2.03,73.64,65.15,3.98,4.29,80.5,38.5
1192,acceptable,4.973563666,4.8,1.93,2.36,5.7,2.05,72.24,63.81,4,4.31,80.5,38.7
1193,acceptable,4.973563666,4.82,1.92,2.36,5.65,2.03,72.24,63.16,4.04,4.27,80.5,38.5
1194,acceptable,4.973563666,4.78,1.93,2.38,5.7,2.02,74.36,65.83,4.11,4.27,80.5,38.5
1195,acceptable,4.973563666,4.82,1.93,2.38,5.7,1.99,72.24,63.81,4.15,4.29,80.6,38.5
1196,acceptable,4.973563666,4.82,1.93,2.38,5.7,1.96,72.24,64.47,4.21,4.27,80.6,38.5
1197,acceptable,4.973563666,4.8,1.93,2.39,5.7,1.92,73.64,65.15,4.27,4.27,80.6,38.5
1198,acceptable,4.973563666,4.82,1.93,2.39,5.7,1.89,72.94,64.47,4.31,4.25,80.7,38.5
1199,acceptable,4.973563666,4.78,1.94,2.38,5.67,1.87,72.24,65.15,4.31,4.31,80,37.7
1200,acceptable,4.973563666,4.8,1.93,2.41,5.7,1.89,72.24,63.16,4.29,4.29,80.7,38.5
1201,spoiled,5.002308727,4.82,1.93,2.39,5.7,1.87,72.94,65.83,4.29,4.27,80.7,38.5
1202,spoiled,5.002308727,4.8,1.96,2.39,5.65,1.86,72.24,64.47,4.21,4.31,80.8,38.5
1203,spoiled,5.002308727,4.78,1.94,2.39,5.7,1.83,72.24,63.81,4.13,4.31,80.7,38.5
1204,spoiled,5.002308727,4.8,1.96,2.38,5.65,1.85,72.24,63.81,4.09,4.27,80.8,38.5
1205,spoiled,5.002308727,4.8,1.92,2.39,5.65,1.86,73.64,65.83,4.04,4.25,80.8,38.5
1206,spoiled,5.002308727,4.8,1.94,2.39,5.65,1.83,72.94,63.16,4.08,4.29,80.8,38.5
1207,spoiled,5.002308727,4.78,1.92,2.39,5.7,1.8,74.36,65.83,3.68,4.19,80.8,38.5
1208,spoiled,5.002308727,4.75,1.93,2.38,5.65,1.81,72.94,63.81,3.6,4.19,80.9,38.5
1209,spoiled,5.002308727,4.75,1.89,2.39,5.65,1.84,74.36,65.83,3.67,4.21,80.9,38.5
1210,spoiled,5.002308727,4.82,1.92,2.38,5.67,1.86,73.64,65.15,3.78,4.23,80.8,38.5
1211,spoiled,5.002308727,4.75,1.93,2.38,5.67,1.87,72.94,64.47,3.81,4.23,80.9,38.5
1212,spoiled,5.002308727,4.75,1.93,2.38,5.67,1.87,72.24,65.15,3.89,4.23,80.9,38.5
1213,spoiled,5.002308727,4.82,1.9,2.39,5.7,1.9,74.36,65.83,3.96,4.27,80.9,38.5
1214,spoiled,5.002308727,4.75,1.92,2.39,5.67,1.89,72.24,63.81,3.89,4.25,80.9,38.5
1215,spoiled,5.002308727,4.8,1.92,2.39,5.72,1.89,73.64,65.15,3.89,4.23,80.9,38.5
1216,spoiled,5.002308727,4.71,1.92,2.48,5.7,1.91,73.64,63.16,3.87,4.25,81,38.5
1217,spoiled,5.002308727,4.75,1.92,2.38,5.7,1.89,73.64,64.47,3.83,4.23,80.9,38.5
1218,spoiled,5.002308727,4.75,1.96,2.39,5.74,1.9,72.24,63.81,3.92,4.27,81,38.5
1219,spoiled,5.002308727,4.75,1.9,2.36,5.72,1.92,72.24,63.81,3.91,4.25,81.1,38.5
1220,spoiled,5.002308727,4.8,1.92,2.38,5.74,1.92,72.24,65.15,3.98,4.25,81,38.2
1221,spoiled,5.002308727,4.75,1.92,2.38,5.7,1.94,72.94,65.15,4.02,4.23,81,38.5
1222,spoiled,5.002308727,4.75,1.96,2.38,5.7,1.95,73.64,63.16,4.04,4.29,81,38.5
1223,spoiled,5.002308727,4.78,1.94,1.85,5.7,1.91,72.24,63.81,3.92,4.23,81.1,38.5
1224,spoiled,5.002308727,4.75,1.93,2.38,5.7,1.9,70.89,63.81,3.89,4.23,81,38.6
1225,spoiled,5.002308727,4.75,1.93,2.36,5.72,1.9,72.24,63.81,3.89,4.25,81,38.5
1226,spoiled,5.002308727,4.75,1.93,2.39,5.74,1.9,74.36,65.83,3.91,4.25,81.1,38.5
1227,spoiled,5.002308727,4.8,1.92,2.38,5.72,1.86,74.36,64.47,3.58,4.23,81.1,38.1
1228,spoiled,5.002308727,4.75,1.9,2.39,5.67,1.91,72.24,63.16,3.72,4.21,81.1,38.5
1229,spoiled,5.002308727,4.75,1.96,2.39,5.74,1.89,72.94,63.81,3.81,4.27,81.1,38.5
1230,spoiled,5.002308727,4.75,1.93,2.38,5.67,1.87,72.24,62.53,3.81,4.25,81.1,38.5
1231,spoiled,5.002308727,4.75,1.92,2.39,5.72,1.9,73.64,64.47,3.85,4.25,81.1,38.7
1232,spoiled,5.002308727,4.73,1.9,2.38,5.67,1.87,72.24,63.81,3.72,4.21,81.1,38.5
1233,spoiled,5.002308727,4.73,1.9,2.38,5.67,1.9,72.94,65.15,3.67,4.25,81.1,38.5
1234,spoiled,5.002308727,4.78,1.93,2.38,5.7,1.89,74.36,64.47,3.76,4.29,81.7,39.6
1235,spoiled,5.002308727,4.73,1.93,2.38,5.67,1.89,74.36,64.47,3.54,4.25,81.1,38.5
1236,spoiled,5.002308727,4.73,1.89,2.38,5.67,1.9,72.24,63.16,3.65,4.23,81.1,38.5
1237,spoiled,5.002308727,4.73,1.92,2.38,5.67,1.91,72.94,64.47,3.7,4.21,81.1,38.5
1238,spoiled,5.002308727,4.73,1.93,2.36,5.7,1.89,71.56,65.15,3.78,4.25,81.1,38.7
1239,spoiled,5.002308727,4.75,1.94,2.38,5.67,1.89,72.24,63.16,3.76,4.29,81.2,38.5
1240,spoiled,5.002308727,4.75,1.93,2.38,5.67,1.87,73.64,65.15,3.78,4.29,81.3,38.5
1241,spoiled,5.002308727,4.78,1.9,2.36,5.67,1.86,72.24,63.16,3.61,4.25,81.3,38.5
1242,spoiled,5.002308727,4.71,1.92,2.38,5.65,1.86,74.36,64.47,3.54,4.23,81.3,38.5
1243,spoiled,5.002308727,4.75,1.92,2.38,5.67,1.87,72.24,63.81,3.58,4.27,81.4,38.5
1244,spoiled,5.002308727,4.75,1.93,2.36,5.67,1.86,72.94,67.25,3.52,4.27,81.4,38.5
1245,spoiled,5.002308727,4.78,1.92,2.36,5.65,1.87,72.24,63.81,3.54,4.27,81.4,38.7
1246,spoiled,5.002308727,4.73,1.94,2.38,5.67,1.86,74.36,65.83,3.58,4.25,81.4,38.5
1247,spoiled,5.002308727,4.71,1.93,2.36,5.65,1.87,72.24,63.16,3.6,4.27,81.5,38.5
1248,spoiled,5.002308727,4.71,1.9,2.38,5.65,1.87,73.64,65.83,3.6,4.19,81.5,38.5
1249,spoiled,5.002308727,4.71,1.93,2.38,5.67,1.86,74.36,65.83,3.56,4.25,81.4,38.5
1250,spoiled,5.002308727,4.73,1.92,2.38,5.7,1.83,74.36,65.15,3.42,4.23,81.5,38.5
1251,spoiled,5.002308727,4.71,1.89,2.36,5.67,1.85,73.64,63.81,3.42,4.19,81.6,38.5
1252,spoiled,5.002308727,4.69,1.89,2.36,5.65,1.86,73.64,64.47,3.47,4.19,80.9,37.6
1253,spoiled,5.002308727,4.71,1.89,2.38,5.67,1.85,72.24,63.81,3.42,4.19,81.4,38.5
1254,spoiled,5.002308727,4.69,1.92,2.39,5.67,1.87,74.36,65.83,3.47,4.23,81.5,38.5
1255,spoiled,5.002308727,4.69,1.9,2.38,5.67,1.89,73.64,63.16,3.56,4.21,81.5,38.5
1256,spoiled,5.002308727,4.69,1.93,2.38,5.65,1.87,72.24,63.16,3.61,4.25,81.4,38.5
1257,spoiled,5.002308727,4.67,1.92,2.41,5.67,1.89,73.64,65.83,3.65,4.27,81.5,38.5
1258,spoiled,5.002308727,4.69,1.92,2.39,5.67,1.87,72.24,63.16,3.68,4.23,81.5,38.5
1259,spoiled,5.002308727,4.65,1.92,2.39,5.7,1.85,72.94,64.47,3.58,4.23,81.5,38.5
1260,spoiled,5.002308727,4.71,1.9,2.36,5.67,1.81,72.24,63.16,3.58,4.25,81.5,38.5
1261,spoiled,5.03489379,4.69,1.92,2.39,5.67,1.83,72.24,63.81,3.58,4.19,81.5,38.5
1262,spoiled,5.03489379,4.69,1.92,2.36,5.65,1.81,72.24,63.16,3.58,4.23,81.6,38.5
1263,spoiled,5.03489379,4.71,1.93,2.38,5.62,1.83,72.24,62.53,3.6,4.25,81.6,38.5
